sTimeStemp, sLongitude, sLatitude, sheight, sCQI, sRSRP
, 9.384692, 54.020931, , 12, -104
, 9.384458, 54.020901, , 7, -93
, 9.384224, 54.020866, , 7, -119
, 9.383996, 54.020836, , 8, -115
, 9.383774, 54.020805, , 7, -128
, 9.383557, 54.020779, , 6, -100
, 9.383342, 54.020752, , 6, -101
, 9.383125, 54.020721, , 8, -97
, 9.382908, 54.020695, , 6, -116
, 9.382691, 54.020664, , 11, -112
, 9.382476, 54.020638, , 9, -92
, 9.382261, 54.020611, , 7, -104
, 9.382048, 54.020580, , 9, -112
, 9.381835, 54.020554, , 9, -111
, 9.381620, 54.020523, , 12, -101
, 9.381406, 54.020493, , 6, -100
, 9.381190, 54.020462, , 6, -115
, 9.380975, 54.020432, , 6, -129
, 9.380760, 54.020405, , 7, -118
, 9.380545, 54.020374, , 10, -127
, 9.380330, 54.020344, , 12, -99
, 9.380116, 54.020313, , 10, -103
, 9.379900, 54.020283, , 9, -127
, 9.379683, 54.020252, , 6, -114
, 9.379468, 54.020222, , 8, -127
, 9.379249, 54.020187, , 12, -129
, 9.379029, 54.020157, , 10, -92
, 9.378811, 54.020123, , 11, -93
, 9.378593, 54.020092, , 9, -111
, 9.378378, 54.020061, , 9, -103
, 9.378165, 54.020035, , 11, -95
, 9.377954, 54.020004, , 9, -113
, 9.377751, 54.019978, , 6, -117
, 9.377559, 54.019951, , 10, -105
, 9.377379, 54.019924, , 10, -120
, 9.377214, 54.019901, , 10, -100
, 9.377066, 54.019882, , 10, -105
, 9.376941, 54.019863, , 10, -101
, 9.376841, 54.019848, , 8, -110
, 9.376760, 54.019836, , 7, -115
, 9.376693, 54.019821, , 9, -129
, 9.376636, 54.019806, , 7, -96
, 9.376590, 54.019791, , 11, -92
, 9.376560, 54.019772, , 7, -126
, 9.376542, 54.019749, , 9, -123
, 9.376534, 54.019722, , 10, -106
, 9.376546, 54.019680, , 12, -94
, 9.376577, 54.019634, , 7, -93
, 9.376622, 54.019577, , 8, -123
, 9.376670, 54.019508, , 10, -126
, 9.376719, 54.019428, , 8, -116
, 9.376766, 54.019344, , 11, -128
, 9.376805, 54.019253, , 8, -125
, 9.376837, 54.019154, , 8, -94
, 9.376864, 54.019051, , 8, -126
, 9.376886, 54.018948, , 10, -94
, 9.376907, 54.018837, , 8, -128
, 9.376929, 54.018726, , 7, -100
, 9.376950, 54.018612, , 10, -109
, 9.376974, 54.018497, , 10, -129
, 9.377001, 54.018383, , 7, -108
, 9.377028, 54.018265, , 6, -113
, 9.377063, 54.018147, , 10, -128
, 9.377112, 54.018032, , 12, -100
, 9.377177, 54.017921, , 8, -106
, 9.377250, 54.017811, , 8, -125
, 9.377326, 54.017704, , 11, -127
, 9.377406, 54.017593, , 12, -127
, 9.377493, 54.017483, , 7, -125
, 9.377580, 54.017365, , 9, -103
, 9.377669, 54.017250, , 10, -120
, 9.377759, 54.017132, , 11, -113
, 9.377850, 54.017014, , 10, -105
, 9.377939, 54.016895, , 8, -100
, 9.378029, 54.016777, , 10, -112
, 9.378119, 54.016659, , 7, -99
, 9.378218, 54.016544, , 10, -106
, 9.378318, 54.016426, , 12, -98
, 9.378424, 54.016315, , 7, -117
, 9.378539, 54.016205, , 8, -118
, 9.378665, 54.016098, , 7, -109
, 9.378798, 54.015991, , 9, -101
, 9.378938, 54.015888, , 11, -113
, 9.379077, 54.015781, , 6, -122
, 9.379216, 54.015675, , 6, -124
, 9.379358, 54.015560, , 9, -108
, 9.379502, 54.015446, , 6, -95
, 9.379648, 54.015335, , 8, -96
, 9.379795, 54.015221, , 11, -104
, 9.379945, 54.015106, , 12, -130
, 9.380100, 54.014988, , 11, -125
, 9.380262, 54.014870, , 6, -96
, 9.380427, 54.014748, , 8, -109
, 9.380593, 54.014622, , 10, -122
, 9.380759, 54.014496, , 6, -125
, 9.380924, 54.014370, , 11, -96
, 9.381087, 54.014244, , 11, -124
, 9.381248, 54.014118, , 9, -127
, 9.381413, 54.013992, , 11, -92
, 9.381580, 54.013866, , 11, -126
, 9.381747, 54.013741, , 10, -126
, 9.381915, 54.013615, , 10, -111
, 9.382084, 54.013489, , 12, -104
, 9.382254, 54.013359, , 11, -105
, 9.382423, 54.013233, , 7, -127
, 9.382591, 54.013103, , 6, -108
, 9.382758, 54.012978, , 9, -116
, 9.382924, 54.012852, , 10, -128
, 9.383088, 54.012730, , 9, -104
, 9.383249, 54.012611, , 8, -124
, 9.383404, 54.012489, , 12, -97
, 9.383538, 54.012363, , 6, -94
, 9.383649, 54.012238, , 8, -104
, 9.383728, 54.012100, , 11, -96
, 9.383768, 54.011959, , 9, -119
, 9.383767, 54.011814, , 7, -97
, 9.383725, 54.011669, , 12, -102
, 9.383648, 54.011520, , 8, -106
, 9.383546, 54.011372, , 8, -107
, 9.383430, 54.011211, , 12, -103
, 9.383309, 54.011047, , 11, -94
, 9.383183, 54.010872, , 12, -130
, 9.383057, 54.010693, , 6, -120
, 9.382928, 54.010509, , 8, -116
, 9.382797, 54.010326, , 10, -115
, 9.382676, 54.010136, , 10, -129
, 9.382574, 54.009941, , 10, -109
, 9.382501, 54.009739, , 7, -103
, 9.382455, 54.009533, , 12, -100
, 9.382423, 54.009315, , 7, -121
, 9.382398, 54.009090, , 11, -97
, 9.382373, 54.008862, , 7, -94
, 9.382348, 54.008629, , 12, -124
, 9.382324, 54.008396, , 10, -101
, 9.382297, 54.008160, , 12, -93
, 9.382268, 54.007923, , 10, -97
, 9.382238, 54.007687, , 11, -104
, 9.382212, 54.007454, , 8, -94
, 9.382183, 54.007217, , 12, -126
, 9.382154, 54.006981, , 11, -127
, 9.382126, 54.006741, , 8, -112
, 9.382098, 54.006504, , 8, -130
, 9.382070, 54.006271, , 10, -126
, 9.382035, 54.006039, , 7, -115
, 9.381991, 54.005810, , 9, -102
, 9.381928, 54.005581, , 10, -105
, 9.381846, 54.005356, , 9, -103
, 9.381755, 54.005142, , 11, -94
, 9.381660, 54.004936, , 10, -129
, 9.381571, 54.004742, , 6, -93
, 9.381487, 54.004562, , 10, -106
, 9.381407, 54.004398, , 8, -107
, 9.381334, 54.004242, , 11, -100
, 9.381267, 54.004101, , 8, -94
, 9.381204, 54.003971, , 7, -119
, 9.381146, 54.003845, , 11, -96
, 9.381090, 54.003719, , 12, -127
, 9.381036, 54.003597, , 12, -116
, 9.380980, 54.003475, , 9, -123
, 9.380922, 54.003353, , 7, -98
, 9.380862, 54.003231, , 12, -122
, 9.380804, 54.003109, , 7, -121
, 9.380747, 54.002991, , 8, -92
, 9.380689, 54.002869, , 8, -130
, 9.380631, 54.002747, , 11, -114
, 9.380575, 54.002628, , 7, -98
, 9.380521, 54.002510, , 6, -98
, 9.380466, 54.002388, , 9, -105
, 9.380410, 54.002270, , 6, -103
, 9.380354, 54.002151, , 7, -96
, 9.380298, 54.002037, , 11, -119
, 9.380244, 54.001919, , 7, -123
, 9.380194, 54.001797, , 12, -101
, 9.380144, 54.001678, , 10, -117
, 9.380089, 54.001564, , 11, -112
, 9.380034, 54.001446, , 8, -110
, 9.379989, 54.001328, , 11, -121
, 9.379951, 54.001209, , 6, -114
, 9.379923, 54.001091, , 8, -124
, 9.379902, 54.000977, , 7, -101
, 9.379882, 54.000858, , 8, -118
, 9.379864, 54.000744, , 6, -100
, 9.379848, 54.000633, , 6, -93
, 9.379835, 54.000534, , 11, -126
, 9.379823, 54.000450, , 10, -119
, 9.379811, 54.000381, , 8, -97
, 9.379802, 54.000320, , 12, -116
, 9.379794, 54.000271, , 6, -105
, 9.379787, 54.000229, , 6, -127
, 9.379782, 54.000191, , 8, -108
, 9.379777, 54.000156, , 8, -128
, 9.379772, 54.000130, , 7, -117
, 9.379767, 54.000099, , 6, -103
, 9.379764, 54.000076, , 6, -100
, 9.379761, 54.000050, , 11, -130
, 9.379762, 54.000027, , 7, -96
, 9.379771, 53.999992, , 8, -111
, 9.379783, 53.999954, , 9, -112
, 9.379786, 53.999912, , 7, -114
, 9.379778, 53.999863, , 6, -94
, 9.379762, 53.999805, , 12, -109
, 9.379745, 53.999741, , 10, -112
, 9.379731, 53.999668, , 7, -110
, 9.379719, 53.999588, , 10, -115
, 9.379706, 53.999500, , 7, -115
, 9.379693, 53.999409, , 8, -119
, 9.379678, 53.999310, , 11, -103
, 9.379665, 53.999210, , 9, -119
, 9.379652, 53.999104, , 6, -99
, 9.379637, 53.998997, , 11, -117
, 9.379624, 53.998886, , 12, -128
, 9.379613, 53.998775, , 8, -106
, 9.379601, 53.998665, , 6, -113
, 9.379586, 53.998558, , 9, -114
, 9.379573, 53.998451, , 12, -109
, 9.379560, 53.998356, , 9, -108
, 9.379546, 53.998268, , 12, -115
, 9.379535, 53.998188, , 10, -101
, 9.379525, 53.998123, , 8, -100
, 9.379517, 53.998066, , 7, -110
, 9.379510, 53.998024, , 6, -104
, 9.379507, 53.997997, , 10, -114
, 9.379508, 53.997978, , 10, -92
, 9.379517, 53.997963, , 6, -103
, 9.379543, 53.997944, , 6, -122
, 9.379597, 53.997921, , 8, -117
, 9.379681, 53.997902, , 10, -101
, 9.379790, 53.997883, , 6, -97
, 9.379922, 53.997868, , 7, -128
, 9.380067, 53.997837, , 9, -103
, 9.380223, 53.997795, , 6, -124
, 9.380381, 53.997742, , 9, -105
, 9.380534, 53.997677, , 12, -97
, 9.380679, 53.997597, , 8, -113
, 9.380819, 53.997505, , 6, -103
, 9.380959, 53.997398, , 12, -120
, 9.381100, 53.997284, , 10, -123
, 9.381240, 53.997166, , 7, -122
, 9.381377, 53.997047, , 9, -95
, 9.381517, 53.996929, , 6, -129
, 9.381659, 53.996811, , 8, -102
, 9.381802, 53.996693, , 8, -106
, 9.381948, 53.996574, , 6, -125
, 9.382096, 53.996456, , 12, -122
, 9.382239, 53.996338, , 8, -99
, 9.382382, 53.996220, , 9, -120
, 9.382524, 53.996101, , 8, -111
, 9.382664, 53.995979, , 9, -94
, 9.382805, 53.995861, , 7, -93
, 9.382946, 53.995739, , 9, -102
, 9.383088, 53.995617, , 10, -108
, 9.383232, 53.995499, , 10, -117
, 9.383376, 53.995377, , 7, -124
, 9.383520, 53.995255, , 11, -110
, 9.383663, 53.995129, , 9, -99
, 9.383806, 53.995007, , 8, -118
, 9.383950, 53.994884, , 6, -114
, 9.384091, 53.994762, , 8, -117
, 9.384233, 53.994640, , 11, -95
, 9.384375, 53.994522, , 9, -101
, 9.384513, 53.994408, , 12, -127
, 9.384648, 53.994289, , 6, -121
, 9.384786, 53.994175, , 7, -105
, 9.384925, 53.994061, , 12, -126
, 9.385064, 53.993946, , 11, -119
, 9.385201, 53.993835, , 6, -111
, 9.385338, 53.993721, , 8, -118
, 9.385472, 53.993610, , 8, -99
, 9.385606, 53.993500, , 6, -130
, 9.385735, 53.993389, , 8, -92
, 9.385857, 53.993279, , 8, -117
, 9.385970, 53.993176, , 10, -109
, 9.386081, 53.993073, , 8, -123
, 9.386175, 53.992970, , 7, -95
, 9.386252, 53.992863, , 7, -126
, 9.386319, 53.992752, , 6, -121
, 9.386379, 53.992638, , 9, -101
, 9.386425, 53.992523, , 11, -108
, 9.386459, 53.992401, , 9, -114
, 9.386481, 53.992279, , 7, -106
, 9.386492, 53.992153, , 7, -105
, 9.386495, 53.992027, , 11, -122
, 9.386494, 53.991898, , 11, -96
, 9.386495, 53.991772, , 12, -103
, 9.386495, 53.991642, , 6, -112
, 9.386496, 53.991512, , 7, -100
, 9.386497, 53.991383, , 9, -110
, 9.386499, 53.991253, , 8, -106
, 9.386502, 53.991119, , 8, -109
, 9.386509, 53.990986, , 11, -92
, 9.386511, 53.990852, , 8, -130
, 9.386512, 53.990723, , 12, -107
, 9.386514, 53.990589, , 7, -98
, 9.386518, 53.990459, , 6, -106
, 9.386521, 53.990326, , 9, -100
, 9.386526, 53.990196, , 8, -105
, 9.386529, 53.990070, , 11, -102
, 9.386532, 53.989941, , 11, -102
, 9.386534, 53.989815, , 9, -112
, 9.386535, 53.989689, , 11, -110
, 9.386535, 53.989563, , 7, -109
, 9.386535, 53.989437, , 11, -102
, 9.386535, 53.989311, , 12, -117
, 9.386536, 53.989182, , 10, -94
, 9.386538, 53.989059, , 8, -126
, 9.386539, 53.988934, , 7, -93
, 9.386542, 53.988811, , 10, -123
, 9.386548, 53.988689, , 7, -122
, 9.386553, 53.988571, , 11, -124
, 9.386561, 53.988449, , 6, -96
, 9.386581, 53.988335, , 11, -118
, 9.386613, 53.988216, , 7, -119
, 9.386657, 53.988106, , 7, -107
, 9.386711, 53.987999, , 12, -99
, 9.386776, 53.987892, , 11, -106
, 9.386842, 53.987785, , 6, -95
, 9.386909, 53.987682, , 11, -119
, 9.386982, 53.987579, , 11, -97
, 9.387057, 53.987480, , 7, -124
, 9.387134, 53.987381, , 11, -99
, 9.387207, 53.987286, , 6, -125
, 9.387278, 53.987186, , 7, -114
, 9.387348, 53.987087, , 10, -116
, 9.387425, 53.986980, , 6, -105
, 9.387507, 53.986870, , 9, -109
, 9.387594, 53.986752, , 12, -115
, 9.387682, 53.986629, , 8, -95
, 9.387774, 53.986500, , 10, -93
, 9.387868, 53.986366, , 8, -109
, 9.387968, 53.986225, , 10, -121
, 9.388076, 53.986076, , 8, -95
, 9.388192, 53.985920, , 7, -100
, 9.388315, 53.985752, , 6, -119
, 9.388443, 53.985584, , 7, -119
, 9.388570, 53.985416, , 9, -116
, 9.388692, 53.985252, , 6, -108
, 9.388811, 53.985096, , 8, -120
, 9.388927, 53.984936, , 11, -104
, 9.389043, 53.984772, , 6, -102
, 9.389159, 53.984608, , 10, -100
, 9.389278, 53.984447, , 9, -119
, 9.389400, 53.984283, , 7, -122
, 9.389524, 53.984123, , 10, -104
, 9.389647, 53.983963, , 9, -99
, 9.389771, 53.983803, , 10, -100
, 9.389892, 53.983643, , 9, -106
, 9.390013, 53.983482, , 10, -111
, 9.390134, 53.983322, , 8, -121
, 9.390255, 53.983162, , 12, -113
, 9.390373, 53.983002, , 8, -119
, 9.390491, 53.982841, , 7, -101
, 9.390611, 53.982681, , 7, -124
, 9.390729, 53.982521, , 9, -114
, 9.390847, 53.982365, , 12, -126
, 9.390966, 53.982204, , 7, -130
, 9.391086, 53.982044, , 12, -104
, 9.391205, 53.981880, , 12, -99
, 9.391324, 53.981716, , 10, -126
, 9.391446, 53.981552, , 10, -93
, 9.391568, 53.981384, , 6, -117
, 9.391691, 53.981224, , 11, -115
, 9.391812, 53.981064, , 10, -104
, 9.391931, 53.980904, , 12, -114
, 9.392049, 53.980743, , 12, -95
, 9.392171, 53.980587, , 12, -110
, 9.392295, 53.980427, , 11, -105
, 9.392420, 53.980267, , 8, -116
, 9.392544, 53.980106, , 10, -100
, 9.392668, 53.979946, , 6, -126
, 9.392792, 53.979786, , 10, -122
, 9.392918, 53.979630, , 11, -116
, 9.393043, 53.979469, , 10, -108
, 9.393167, 53.979309, , 12, -100
, 9.393293, 53.979145, , 11, -100
, 9.393420, 53.978989, , 11, -119
, 9.393554, 53.978825, , 10, -130
, 9.393682, 53.978664, , 8, -129
, 9.393810, 53.978504, , 9, -101
, 9.393938, 53.978344, , 6, -110
, 9.394065, 53.978184, , 7, -126
, 9.394189, 53.978024, , 8, -129
, 9.394314, 53.977867, , 7, -106
, 9.394443, 53.977707, , 8, -122
, 9.394569, 53.977547, , 8, -112
, 9.394695, 53.977386, , 7, -94
, 9.394819, 53.977226, , 6, -111
, 9.394944, 53.977066, , 7, -95
, 9.395069, 53.976906, , 10, -114
, 9.395193, 53.976746, , 11, -125
, 9.395318, 53.976585, , 11, -126
, 9.395444, 53.976421, , 10, -123
, 9.395569, 53.976261, , 6, -108
, 9.395693, 53.976101, , 12, -103
, 9.395817, 53.975937, , 8, -119
, 9.395941, 53.975777, , 12, -96
, 9.396066, 53.975616, , 11, -108
, 9.396193, 53.975456, , 11, -108
, 9.396319, 53.975292, , 11, -104
, 9.396446, 53.975132, , 6, -129
, 9.396570, 53.974972, , 8, -103
, 9.396692, 53.974812, , 9, -120
, 9.396816, 53.974651, , 10, -97
, 9.396941, 53.974487, , 8, -126
, 9.397066, 53.974323, , 11, -115
, 9.397195, 53.974159, , 8, -127
, 9.397325, 53.973999, , 6, -95
, 9.397451, 53.973835, , 11, -124
, 9.397577, 53.973675, , 9, -122
, 9.397701, 53.973511, , 12, -105
, 9.397826, 53.973351, , 11, -108
, 9.397951, 53.973186, , 12, -129
, 9.398079, 53.973022, , 10, -119
, 9.398208, 53.972858, , 7, -114
, 9.398339, 53.972691, , 10, -105
, 9.398467, 53.972530, , 6, -93
, 9.398593, 53.972366, , 8, -102
, 9.398717, 53.972202, , 11, -128
, 9.398840, 53.972042, , 10, -115
, 9.398962, 53.971882, , 10, -120
, 9.399079, 53.971729, , 8, -99
, 9.399191, 53.971581, , 12, -94
, 9.399297, 53.971439, , 12, -100
, 9.399400, 53.971306, , 12, -98
, 9.399504, 53.971169, , 11, -104
, 9.399607, 53.971035, , 6, -108
, 9.399710, 53.970901, , 11, -113
, 9.399813, 53.970768, , 8, -103
, 9.399916, 53.970634, , 11, -114
, 9.400021, 53.970501, , 10, -119
, 9.400123, 53.970371, , 10, -97
, 9.400222, 53.970242, , 9, -127
, 9.400318, 53.970112, , 8, -113
, 9.400414, 53.969986, , 11, -120
, 9.400507, 53.969860, , 6, -104
, 9.400602, 53.969738, , 9, -128
, 9.400700, 53.969612, , 10, -106
, 9.400796, 53.969482, , 8, -95
, 9.400890, 53.969357, , 10, -94
, 9.400984, 53.969231, , 6, -98
, 9.401076, 53.969105, , 9, -116
, 9.401164, 53.968979, , 10, -92
, 9.401249, 53.968853, , 9, -110
, 9.401333, 53.968727, , 7, -97
, 9.401416, 53.968605, , 8, -125
, 9.401501, 53.968479, , 7, -121
, 9.401586, 53.968357, , 11, -119
, 9.401672, 53.968231, , 10, -114
, 9.401760, 53.968109, , 8, -98
, 9.401848, 53.967987, , 10, -113
, 9.401936, 53.967865, , 6, -107
, 9.402021, 53.967743, , 11, -124
, 9.402102, 53.967621, , 7, -127
, 9.402184, 53.967503, , 12, -125
, 9.402267, 53.967381, , 6, -115
, 9.402350, 53.967258, , 6, -97
, 9.402435, 53.967136, , 7, -98
, 9.402522, 53.967014, , 12, -119
, 9.402610, 53.966892, , 7, -113
, 9.402699, 53.966770, , 10, -100
, 9.402790, 53.966652, , 7, -94
, 9.402886, 53.966534, , 12, -95
, 9.402987, 53.966419, , 8, -121
, 9.403100, 53.966305, , 8, -118
, 9.403223, 53.966194, , 6, -94
, 9.403353, 53.966087, , 9, -99
, 9.403491, 53.965988, , 8, -104
, 9.403637, 53.965889, , 11, -98
, 9.403788, 53.965797, , 10, -114
, 9.403944, 53.965710, , 11, -113
, 9.404105, 53.965626, , 9, -130
, 9.404274, 53.965549, , 11, -130
, 9.404448, 53.965477, , 6, -115
, 9.404630, 53.965412, , 12, -95
, 9.404818, 53.965351, , 8, -119
, 9.405009, 53.965294, , 7, -94
, 9.405207, 53.965244, , 7, -96
, 9.405406, 53.965195, , 7, -127
, 9.405606, 53.965153, , 11, -97
, 9.405808, 53.965111, , 11, -94
, 9.406013, 53.965069, , 11, -106
, 9.406216, 53.965027, , 6, -125
, 9.406415, 53.964973, , 12, -122
, 9.406610, 53.964916, , 10, -107
, 9.406799, 53.964855, , 6, -130
, 9.406981, 53.964787, , 11, -97
, 9.407156, 53.964710, , 10, -125
, 9.407322, 53.964626, , 7, -121
, 9.407480, 53.964539, , 7, -97
, 9.407630, 53.964447, , 11, -129
, 9.407773, 53.964352, , 8, -114
, 9.407907, 53.964249, , 12, -103
, 9.408034, 53.964142, , 11, -107
, 9.408151, 53.964031, , 9, -115
, 9.408253, 53.963921, , 9, -102
, 9.408342, 53.963802, , 6, -102
, 9.408415, 53.963680, , 10, -97
, 9.408482, 53.963558, , 10, -95
, 9.408545, 53.963432, , 12, -106
, 9.408606, 53.963306, , 6, -96
, 9.408664, 53.963184, , 11, -117
, 9.408724, 53.963058, , 12, -115
, 9.408787, 53.962936, , 10, -119
, 9.408853, 53.962814, , 7, -125
, 9.408922, 53.962692, , 10, -94
, 9.408998, 53.962574, , 12, -97
, 9.409081, 53.962456, , 6, -103
, 9.409169, 53.962341, , 10, -117
, 9.409264, 53.962227, , 11, -113
, 9.409363, 53.962112, , 8, -120
, 9.409469, 53.962002, , 10, -124
, 9.409580, 53.961895, , 6, -120
, 9.409699, 53.961788, , 12, -92
, 9.409825, 53.961685, , 7, -100
, 9.409956, 53.961586, , 9, -118
, 9.410091, 53.961487, , 8, -110
, 9.410231, 53.961391, , 11, -95
, 9.410373, 53.961300, , 7, -94
, 9.410521, 53.961208, , 9, -111
, 9.410671, 53.961117, , 6, -111
, 9.410824, 53.961025, , 8, -114
, 9.410977, 53.960934, , 11, -110
, 9.411130, 53.960846, , 11, -120
, 9.411283, 53.960754, , 10, -92
, 9.411438, 53.960663, , 7, -117
, 9.411592, 53.960575, , 7, -113
, 9.411745, 53.960484, , 7, -97
, 9.411897, 53.960392, , 7, -105
, 9.412045, 53.960300, , 7, -106
, 9.412190, 53.960205, , 9, -107
, 9.412332, 53.960110, , 6, -111
, 9.412469, 53.960011, , 10, -117
, 9.412602, 53.959911, , 10, -115
, 9.412734, 53.959808, , 6, -125
, 9.412863, 53.959705, , 9, -103
, 9.412988, 53.959595, , 11, -122
, 9.413109, 53.959484, , 8, -97
, 9.413222, 53.959377, , 12, -121
, 9.413331, 53.959267, , 8, -107
, 9.413440, 53.959156, , 9, -106
, 9.413550, 53.959042, , 8, -123
, 9.413663, 53.958920, , 9, -126
, 9.413771, 53.958797, , 6, -95
, 9.413875, 53.958672, , 7, -97
, 9.413977, 53.958538, , 10, -108
, 9.414075, 53.958408, , 10, -95
, 9.414167, 53.958275, , 6, -111
, 9.414260, 53.958141, , 8, -99
, 9.414352, 53.958008, , 11, -115
, 9.414443, 53.957867, , 12, -114
, 9.414532, 53.957726, , 6, -110
, 9.414614, 53.957577, , 9, -110
, 9.414683, 53.957424, , 9, -93
, 9.414742, 53.957264, , 6, -114
, 9.414791, 53.957100, , 12, -93
, 9.414833, 53.956936, , 7, -106
, 9.414865, 53.956768, , 7, -97
, 9.414886, 53.956596, , 8, -93
, 9.414893, 53.956417, , 12, -109
, 9.414886, 53.956234, , 7, -104
, 9.414867, 53.956047, , 6, -120
, 9.414837, 53.955856, , 9, -95
, 9.414801, 53.955662, , 12, -96
, 9.414767, 53.955456, , 7, -98
, 9.414742, 53.955250, , 9, -125
, 9.414741, 53.955036, , 9, -129
, 9.414763, 53.954826, , 10, -130
, 9.414808, 53.954613, , 9, -100
, 9.414872, 53.954403, , 10, -130
, 9.414953, 53.954193, , 10, -124
, 9.415049, 53.953987, , 11, -98
, 9.415154, 53.953785, , 12, -102
, 9.415268, 53.953583, , 8, -127
, 9.415394, 53.953381, , 11, -125
, 9.415528, 53.953178, , 7, -115
, 9.415667, 53.952976, , 11, -123
, 9.415809, 53.952778, , 7, -120
, 9.415955, 53.952583, , 8, -97
, 9.416102, 53.952385, , 6, -108
, 9.416252, 53.952190, , 9, -105
, 9.416404, 53.951992, , 11, -119
, 9.416558, 53.951794, , 12, -100
, 9.416714, 53.951595, , 9, -123
, 9.416871, 53.951397, , 12, -125
, 9.417025, 53.951199, , 8, -110
, 9.417177, 53.951004, , 7, -93
, 9.417328, 53.950806, , 12, -129
, 9.417478, 53.950611, , 12, -119
, 9.417625, 53.950413, , 8, -103
, 9.417772, 53.950218, , 9, -95
, 9.417917, 53.950020, , 6, -128
, 9.418060, 53.949825, , 10, -126
, 9.418204, 53.949627, , 8, -119
, 9.418344, 53.949429, , 12, -116
, 9.418480, 53.949226, , 11, -105
, 9.418608, 53.949024, , 10, -126
, 9.418725, 53.948818, , 9, -94
, 9.418827, 53.948612, , 9, -111
, 9.418913, 53.948414, , 12, -125
, 9.418976, 53.948215, , 7, -124
, 9.419012, 53.948029, , 6, -107
, 9.419029, 53.947853, , 11, -104
, 9.419024, 53.947685, , 6, -96
, 9.419001, 53.947525, , 7, -126
, 9.418959, 53.947376, , 8, -130
, 9.418898, 53.947227, , 9, -116
, 9.418821, 53.947086, , 6, -106
, 9.418733, 53.946949, , 9, -105
, 9.418634, 53.946819, , 10, -99
, 9.418526, 53.946697, , 9, -124
, 9.418406, 53.946583, , 8, -107
, 9.418276, 53.946480, , 9, -103
, 9.418143, 53.946381, , 11, -125
, 9.418012, 53.946285, , 9, -128
, 9.417882, 53.946190, , 10, -117
, 9.417760, 53.946095, , 8, -122
, 9.417652, 53.945992, , 9, -115
, 9.417558, 53.945889, , 11, -110
, 9.417479, 53.945778, , 8, -93
, 9.417417, 53.945660, , 12, -115
, 9.417371, 53.945541, , 6, -101
, 9.417330, 53.945423, , 12, -103
, 9.417289, 53.945305, , 7, -118
, 9.417245, 53.945187, , 6, -98
, 9.417198, 53.945068, , 8, -100
, 9.417150, 53.944950, , 11, -126
, 9.417099, 53.944836, , 10, -128
, 9.417049, 53.944717, , 11, -111
, 9.416998, 53.944599, , 7, -128
, 9.416946, 53.944481, , 11, -92
, 9.416894, 53.944359, , 8, -125
, 9.416842, 53.944241, , 9, -128
, 9.416793, 53.944118, , 10, -119
, 9.416745, 53.943996, , 12, -106
, 9.416702, 53.943874, , 11, -130
, 9.416667, 53.943752, , 8, -103
, 9.416645, 53.943634, , 11, -126
, 9.416636, 53.943512, , 6, -108
, 9.416638, 53.943390, , 10, -102
, 9.416655, 53.943264, , 9, -110
, 9.416677, 53.943142, , 6, -106
, 9.416708, 53.943024, , 10, -98
, 9.416751, 53.942902, , 9, -121
, 9.416807, 53.942783, , 9, -115
, 9.416877, 53.942669, , 9, -118
, 9.416957, 53.942554, , 8, -121
, 9.417047, 53.942444, , 6, -93
, 9.417149, 53.942337, , 12, -94
, 9.417262, 53.942234, , 7, -95
, 9.417388, 53.942135, , 6, -98
, 9.417526, 53.942043, , 8, -112
, 9.417677, 53.941956, , 6, -115
, 9.417839, 53.941879, , 8, -126
, 9.418011, 53.941811, , 7, -110
, 9.418188, 53.941742, , 12, -121
, 9.418365, 53.941677, , 11, -113
, 9.418545, 53.941612, , 9, -118
, 9.418724, 53.941547, , 12, -100
, 9.418903, 53.941483, , 9, -105
, 9.419081, 53.941418, , 9, -115
, 9.419257, 53.941349, , 11, -111
, 9.419435, 53.941284, , 6, -111
, 9.419611, 53.941219, , 10, -126
, 9.419787, 53.941154, , 10, -96
, 9.419966, 53.941090, , 6, -125
, 9.420143, 53.941025, , 8, -101
, 9.420321, 53.940956, , 10, -102
, 9.420498, 53.940891, , 6, -108
, 9.420671, 53.940823, , 10, -121
, 9.420845, 53.940750, , 8, -115
, 9.421016, 53.940678, , 12, -129
, 9.421185, 53.940601, , 8, -118
, 9.421350, 53.940525, , 9, -96
, 9.421510, 53.940441, , 11, -99
, 9.421665, 53.940357, , 6, -123
, 9.421815, 53.940266, , 9, -108
, 9.421962, 53.940174, , 8, -104
, 9.422103, 53.940079, , 6, -95
, 9.422235, 53.939976, , 8, -111
, 9.422359, 53.939873, , 11, -119
, 9.422472, 53.939762, , 9, -115
, 9.422581, 53.939651, , 8, -97
, 9.422688, 53.939541, , 12, -128
, 9.422791, 53.939426, , 11, -101
, 9.422890, 53.939312, , 7, -116
, 9.422988, 53.939194, , 7, -121
, 9.423083, 53.939079, , 7, -125
, 9.423176, 53.938961, , 8, -103
, 9.423267, 53.938843, , 6, -101
, 9.423360, 53.938728, , 6, -101
, 9.423452, 53.938610, , 8, -100
, 9.423544, 53.938496, , 11, -94
, 9.423635, 53.938381, , 10, -101
, 9.423719, 53.938263, , 8, -93
, 9.423797, 53.938145, , 10, -123
, 9.423858, 53.938026, , 7, -126
, 9.423905, 53.937901, , 9, -126
, 9.423944, 53.937775, , 12, -108
, 9.423982, 53.937649, , 10, -109
